v8-version,7,9,218,0,0
shared-library,/home/yankun/workspace/rust/deno/target/debug/deno,0x563e7043c000,0x563e74820000,0
shared-library,/lib/x86_64-linux-gnu/libm-2.27.so,0x7f48107b6000,0x7f4810953000,0
shared-library,/lib/x86_64-linux-gnu/libc-2.27.so,0x7f4810b54000,0x7f4810d3b000,0
shared-library,/lib/x86_64-linux-gnu/libgcc_s.so.1,0x7f4810f45000,0x7f4810f5c000,0
shared-library,/lib/x86_64-linux-gnu/libpthread-2.27.so,0x7f481115d000,0x7f4811177000,0
shared-library,/lib/x86_64-linux-gnu/librt.so,0x7f481137c000,0x7f4811383000,0
shared-library,/lib/x86_64-linux-gnu/libdl-2.27.so,0x7f4811584000,0x7f4811587000,0
shared-library,/lib/x86_64-linux-gnu/ld-2.27.so,0x7f4811788000,0x7f48117af000,0
shared-library,[vdso],0x7fff303b9000,0x7fff303bb000,0
shared-library,[vsyscall],0xffffffffff600000,0xffffffffff601000,0
profiler,begin,1000
tick,0x7f4810c63d19,553,0,0x0,6
tick,0x563e71cfcb49,1608,0,0x0,6
tick,0x563e71c934f9,2686,0,0x0,6
code-creation,Builtin,3,5127,0x563e72673b20,12,DatePrototypeSetHours
code-creation,Builtin,3,5133,0x563e72673b40,12,DatePrototypeSetMilliseconds
code-creation,Builtin,3,5139,0x563e72673b60,12,DatePrototypeSetMinutes
code-creation,Builtin,3,5145,0x563e72673b80,12,DatePrototypeSetMonth
code-creation,Builtin,3,5151,0x563e72673ba0,12,DatePrototypeSetSeconds
code-creation,Builtin,3,5159,0x563e72673bc0,12,DatePrototypeSetTime
tick,0x563e719366bd,5172,0,0x0,6
tick,0x7f4810c64187,5193,0,0x0,6
code-creation,Builtin,3,5207,0x563e72673be0,12,DatePrototypeSetUTCDate
code-creation,Builtin,3,5213,0x563e72673c00,12,DatePrototypeSetUTCFullYear
code-creation,Builtin,3,5219,0x563e72673c20,12,DatePrototypeSetUTCHours
code-creation,Builtin,3,5224,0x563e72673c40,12,DatePrototypeSetUTCMilliseconds
code-creation,Builtin,3,5231,0x563e72673c60,12,DatePrototypeSetUTCMinutes
code-creation,Builtin,3,5237,0x563e72673c80,12,DatePrototypeSetUTCMonth
code-creation,Builtin,3,5242,0x563e72673ca0,12,DatePrototypeSetUTCSeconds
code-creation,Builtin,3,5247,0x563e72673cc0,12,DatePrototypeToDateString
code-creation,Builtin,3,5253,0x563e72673ce0,12,DatePrototypeToISOString
code-creation,Builtin,3,5258,0x563e72673d00,12,DatePrototypeToUTCString
code-creation,Builtin,3,5263,0x563e72673d20,12,DatePrototypeToString
code-creation,Builtin,3,5269,0x563e72673d40,12,DatePrototypeToTimeString
code-creation,Builtin,3,5274,0x563e72673d60,12,DatePrototypeToJson
code-creation,Builtin,3,5279,0x563e72673d80,12,DateUTC
code-creation,Builtin,3,5283,0x563e72673da0,12,ErrorConstructor
code-creation,Builtin,3,5288,0x563e72673dc0,12,ErrorCaptureStackTrace
code-creation,Builtin,3,5294,0x563e72673de0,12,ErrorPrototypeToString
code-creation,Builtin,3,5299,0x563e72673e00,12,MakeError
code-creation,Builtin,3,5303,0x563e72673e20,12,MakeRangeError
code-creation,Builtin,3,5308,0x563e72673e40,12,MakeSyntaxError
code-creation,Builtin,3,5313,0x563e72673e60,12,MakeTypeError
code-creation,Builtin,3,5318,0x563e72673e80,12,MakeURIError
code-creation,Builtin,3,5323,0x563e72673ea0,12,ExtrasUtilsUncurryThis
code-creation,Builtin,3,5328,0x563e72673ec0,12,ExtrasUtilsCallReflectApply
code-creation,Builtin,3,5333,0x563e72673ee0,12,FunctionConstructor
code-creation,Builtin,3,5338,0x563e72673f00,64,FunctionPrototypeApply
code-creation,Builtin,3,5343,0x563e72673f60,12,FunctionPrototypeBind
code-creation,Builtin,3,5349,0x563e72673f80,3548,FastFunctionPrototypeBind
code-creation,Builtin,3,5354,0x563e72674d60,47,FunctionPrototypeCall
code-creation,Builtin,3,5359,0x563e72674da0,2316,FunctionPrototypeHasInstance
code-creation,Builtin,3,5364,0x563e726756c0,12,FunctionPrototypeToString
code-creation,Builtin,3,5370,0x563e726756e0,1002,CreateIterResultObject
code-creation,Builtin,3,5375,0x563e72675ae0,2904,CreateGeneratorObject
code-creation,Builtin,3,5380,0x563e72676640,12,GeneratorFunctionConstructor
code-creation,Builtin,3,5385,0x563e72676660,1124,GeneratorPrototypeNext
code-creation,Builtin,3,5391,0x563e72676ae0,1128,GeneratorPrototypeReturn
code-creation,Builtin,3,5396,0x563e72676f60,1140,GeneratorPrototypeThrow
code-creation,Builtin,3,5401,0x563e726773e0,12,AsyncFunctionConstructor
code-creation,Builtin,3,5406,0x563e72677400,538,GetIteratorWithFeedbackLazyDeoptContinuation
code-creation,Builtin,3,5412,0x563e72677620,12,GlobalDecodeURI
code-creation,Builtin,3,5417,0x563e72677640,12,GlobalDecodeURIComponent
code-creation,Builtin,3,5422,0x563e72677660,12,GlobalEncodeURI
code-creation,Builtin,3,5427,0x563e72677680,12,GlobalEncodeURIComponent
code-creation,Builtin,3,5432,0x563e726776a0,12,GlobalEscape
code-creation,Builtin,3,5437,0x563e726776c0,12,GlobalUnescape
code-creation,Builtin,3,5442,0x563e726776e0,12,GlobalEval
code-creation,Builtin,3,5447,0x563e72677700,409,GlobalIsFinite
code-creation,Builtin,3,5452,0x563e726778a0,401,GlobalIsNaN
code-creation,Builtin,3,5456,0x563e72677a40,12,JsonParse
code-creation,Builtin,3,5461,0x563e72677a60,12,JsonStringify
code-creation,Builtin,3,5466,0x563e72677a80,28157,LoadIC
code-creation,Builtin,3,5470,0x563e7267e880,26564,LoadIC_Megamorphic
code-creation,Builtin,3,5475,0x563e72685060,27158,LoadIC_Noninlined
code-creation,Builtin,3,5480,0x563e7268ba80,890,LoadICTrampoline
code-creation,Builtin,3,5485,0x563e7268be00,890,LoadICTrampoline_Megamorphic
code-creation,Builtin,3,5491,0x563e7268c180,43846,KeyedLoadIC
code-creation,Builtin,3,5495,0x563e72696ce0,90690,KeyedLoadIC_Megamorphic
code-creation,Builtin,3,5501,0x563e726acf40,983,KeyedLoadICTrampoline
code-creation,Builtin,3,5506,0x563e726ad320,983,KeyedLoadICTrampoline_Megamorphic
code-creation,Builtin,3,5511,0x563e726ad700,28205,StoreGlobalIC
code-creation,Builtin,3,5516,0x563e726b4540,983,StoreGlobalICTrampoline
code-creation,Builtin,3,5521,0x563e726b4920,31489,StoreIC
code-creation,Builtin,3,5526,0x563e726bc440,1002,StoreICTrampoline
code-creation,Builtin,3,5531,0x563e726bc840,34759,KeyedStoreIC
code-creation,Builtin,3,5537,0x563e726c5020,1002,KeyedStoreICTrampoline
code-creation,Builtin,3,5543,0x563e726c5420,2972,StoreInArrayLiteralIC
code-creation,Builtin,3,5548,0x563e726c5fc0,20166,LoadGlobalIC
code-creation,Builtin,3,5552,0x563e726caea0,20122,LoadGlobalICInsideTypeof
code-creation,Builtin,3,5558,0x563e726cfd40,878,LoadGlobalICTrampoline
code-creation,Builtin,3,5563,0x563e726d00c0,878,LoadGlobalICInsideTypeofTrampoline
code-creation,Builtin,3,5569,0x563e726d0440,8422,CloneObjectIC
code-creation,Builtin,3,5573,0x563e726d2540,14757,CloneObjectIC_Slow
code-creation,Builtin,3,5578,0x563e726d5f00,17145,KeyedHasIC
code-creation,Builtin,3,5583,0x563e726da200,17961,KeyedHasIC_Megamorphic
code-creation,Builtin,3,5588,0x563e726de840,5294,IterableToList
code-creation,Builtin,3,5593,0x563e726dfd00,4088,IterableToListWithSymbolLookup
code-creation,Builtin,3,5599,0x563e726e0d00,994,IterableToListMayPreserveHoles
code-creation,Builtin,3,5604,0x563e726e1100,3740,IterableToFixedArrayForWasm
code-creation,Builtin,3,5609,0x563e726e1fa0,5940,StringListFromIterable
code-creation,Builtin,3,5615,0x563e726e36e0,21358,FindOrderedHashMapEntry
code-creation,Builtin,3,5620,0x563e726e8a60,30156,MapConstructor
code-creation,Builtin,3,5625,0x563e726f0040,26957,MapPrototypeSet
code-creation,Builtin,3,5630,0x563e726f69a0,23404,MapPrototypeDelete
code-creation,Builtin,3,5635,0x563e726fc520,1636,MapPrototypeGet
code-creation,Builtin,3,5639,0x563e726fcba0,913,MapPrototypeHas
code-creation,Builtin,3,5644,0x563e726fcf40,12,MapPrototypeClear
code-creation,Builtin,3,5649,0x563e726fcf60,811,MapPrototypeEntries
code-creation,Builtin,3,5654,0x563e726fd2a0,839,MapPrototypeGetSize
code-creation,Builtin,3,5659,0x563e726fd600,2534,MapPrototypeForEach
code-creation,Builtin,3,5665,0x563e726fe000,811,MapPrototypeKeys
code-creation,Builtin,3,5669,0x563e726fe340,811,MapPrototypeValues
code-creation,Builtin,3,5674,0x563e726fe680,3642,MapIteratorPrototypeNext
code-creation,Builtin,3,5680,0x563e726ff4c0,3896,MapIteratorToList
code-creation,Builtin,3,5685,0x563e72700400,778,MathAbs
code-creation,Builtin,3,5689,0x563e72700720,752,MathCeil
code-creation,Builtin,3,5694,0x563e72700a20,752,MathFloor
code-creation,Builtin,3,5699,0x563e72700d20,1734,MathImul
code-creation,Builtin,3,5703,0x563e72701400,1248,MathMax
code-creation,Builtin,3,5708,0x563e72701900,1256,MathMin
code-creation,Builtin,3,5712,0x563e72701e00,1642,MathPow
code-creation,Builtin,3,5717,0x563e72702480,923,MathRandom
code-creation,Builtin,3,5722,0x563e72702820,816,MathRound
code-creation,Builtin,3,5726,0x563e72702b60,752,MathTrunc
code-creation,Builtin,3,5731,0x563e72702e60,97,AllocateHeapNumber
code-creation,Builtin,3,5736,0x563e72702ee0,2466,NumberConstructor
code-creation,Builtin,3,5741,0x563e727038a0,604,NumberIsFinite
code-creation,Builtin,3,5746,0x563e72703b00,852,NumberIsInteger
code-creation,Builtin,3,5751,0x563e72703e60,596,NumberIsNaN
code-creation,Builtin,3,5755,0x563e727040c0,888,NumberIsSafeInteger
code-creation,Builtin,3,5760,0x563e72704440,1004,NumberParseFloat
code-creation,Builtin,3,5765,0x563e72704840,486,NumberParseInt
code-creation,Builtin,3,5770,0x563e72704a40,1384,ParseInt
code-creation,Builtin,3,5775,0x563e72704fc0,12,NumberPrototypeToExponential
code-creation,Builtin,3,5780,0x563e72704fe0,12,NumberPrototypeToFixed
code-creation,Builtin,3,5785,0x563e72705000,12,NumberPrototypeToLocaleString
code-creation,Builtin,3,5791,0x563e72705020,12,NumberPrototypeToPrecision
code-creation,Builtin,3,5796,0x563e72705040,12,NumberPrototypeToString
code-creation,Builtin,3,5801,0x563e72705060,702,NumberPrototypeValueOf
code-creation,Builtin,3,5806,0x563e72705320,3950,Add
code-creation,Builtin,3,5811,0x563e727062a0,3132,Subtract
code-creation,Builtin,3,5815,0x563e72706ee0,3444,Multiply
code-creation,Builtin,3,5820,0x563e72707c60,3216,Divide
code-creation,Builtin,3,5829,0x563e72708900,3330,Modulus
code-creation,Builtin,3,5835,0x563e72709620,3352,Exponentiate
code-creation,Builtin,3,5840,0x563e7270a340,2292,BitwiseAnd
code-creation,Builtin,3,5846,0x563e7270ac40,2292,BitwiseOr
code-creation,Builtin,3,5853,0x563e7270b540,2292,BitwiseXor
code-creation,Builtin,3,5858,0x563e7270be40,2336,ShiftLeft
code-creation,Builtin,3,5863,0x563e7270c780,2336,ShiftRight
code-creation,Builtin,3,5869,0x563e7270d0c0,2340,ShiftRightLogical
code-creation,Builtin,3,5874,0x563e7270da00,4406,LessThan
code-creation,Builtin,3,5880,0x563e7270eb40,4406,LessThanOrEqual
code-creation,Builtin,3,5885,0x563e7270fc80,4406,GreaterThan
code-creation,Builtin,3,5891,0x563e72710dc0,4406,GreaterThanOrEqual
code-creation,Builtin,3,5896,0x563e72711f00,4056,Equal
code-creation,Builtin,3,5902,0x563e72712ee0,2676,SameValue
code-creation,Builtin,3,5907,0x563e72713960,2040,SameValueNumbersOnly
code-creation,Builtin,3,5913,0x563e72714160,3264,StrictEqual
code-creation,Builtin,3,5918,0x563e72714e40,686,BitwiseNot
code-creation,Builtin,3,5923,0x563e72715100,682,Decrement
code-creation,Builtin,3,5929,0x563e727153c0,682,Increment
code-creation,Builtin,3,5934,0x563e72715680,1258,Negate
code-creation,Builtin,3,5939,0x563e72715b80,1790,ObjectConstructor
code-creation,Builtin,3,5945,0x563e72716280,960,ObjectAssign
code-creation,Builtin,3,5950,0x563e72716660,5046,ObjectCreate
code-creation,Builtin,3,5956,0x563e72717a20,4029,CreateObjectWithoutProperties
code-creation,Builtin,3,5962,0x563e727189e0,12,ObjectDefineGetter
code-creation,Builtin,3,5968,0x563e72718a00,12,ObjectDefineProperties
code-creation,Builtin,3,5974,0x563e72718a20,12,ObjectDefineProperty
code-creation,Builtin,3,5979,0x563e72718a40,12,ObjectDefineSetter
code-creation,Builtin,3,5985,0x563e72718a60,6138,ObjectEntries
code-creation,Builtin,3,5991,0x563e7271a260,12,ObjectFreeze
code-creation,Builtin,3,5996,0x563e7271a280,43632,ObjectGetOwnPropertyDescriptor
code-creation,Builtin,3,6002,0x563e72724d00,12,ObjectGetOwnPropertyDescriptors
code-creation,Builtin,3,6008,0x563e72724d20,3168,ObjectGetOwnPropertyNames
code-creation,Builtin,3,6014,0x563e727259a0,12,ObjectGetOwnPropertySymbols
code-creation,Builtin,3,6020,0x563e727259c0,3020,ObjectIs
code-creation,Builtin,3,6026,0x563e727265a0,12,ObjectIsFrozen
code-creation,Builtin,3,6031,0x563e727265c0,12,ObjectIsSealed
code-creation,Builtin,3,6037,0x563e727265e0,2910,ObjectKeys
code-creation,Builtin,3,6042,0x563e72727140,12,ObjectLookupGetter
code-creation,Builtin,3,6048,0x563e72727160,12,ObjectLookupSetter
code-creation,Builtin,3,6053,0x563e72727180,389,ObjectPrototypeToString
code-creation,Builtin,3,6059,0x563e72727320,852,ObjectPrototypeValueOf
code-creation,Builtin,3,6065,0x563e72727680,15026,ObjectPrototypeHasOwnProperty
code-creation,Builtin,3,6071,0x563e7272b140,1415,ObjectPrototypeIsPrototypeOf
code-creation,Builtin,3,6078,0x563e7272b6e0,12,ObjectPrototypePropertyIsEnumerable
code-creation,Builtin,3,6083,0x563e7272b700,12,ObjectPrototypeGetProto
code-creation,Builtin,3,6089,0x563e7272b720,12,ObjectPrototypeSetProto
code-creation,Builtin,3,6095,0x563e7272b740,515,ObjectPrototypeToLocaleString
code-creation,Builtin,3,6101,0x563e7272b960,12,ObjectSeal
code-creation,Builtin,3,6106,0x563e7272b980,5729,ObjectToString
code-creation,Builtin,3,6112,0x563e7272d000,5210,ObjectValues
code-creation,Builtin,3,6117,0x563e7272e460,2212,OrdinaryHasInstance
code-creation,Builtin,3,6123,0x563e7272ed20,1856,InstanceOf
code-creation,Builtin,3,6129,0x563e7272f480,2960,ForInEnumerate
code-creation,Builtin,3,6134,0x563e72730020,17211,ForInFilter
code-creation,Builtin,3,6139,0x563e72734360,2096,FulfillPromise
code-creation,Builtin,3,6145,0x563e72734ba0,2546,RejectPromise
code-creation,Builtin,3,6151,0x563e727355a0,1976,ResolvePromise
code-creation,Builtin,3,6156,0x563e72735d60,260,PromiseCapabilityDefaultReject
code-creation,Builtin,3,6162,0x563e72735e80,256,PromiseCapabilityDefaultResolve
code-creation,Builtin,3,6168,0x563e72735fa0,596,PromiseGetCapabilitiesExecutor
code-creation,Builtin,3,6174,0x563e72736200,9670,NewPromiseCapability
code-creation,Builtin,3,6180,0x563e727387e0,219,PromiseConstructorLazyDeoptContinuation
code-creation,Builtin,3,6187,0x563e727388c0,9992,PromiseConstructor
code-creation,Builtin,3,6192,0x563e7273afe0,12,IsPromise
code-creation,Builtin,3,6198,0x563e7273b000,7018,PromisePrototypeThen
code-creation,Builtin,3,6205,0x563e7273cb80,3902,PerformPromiseThen
code-creation,Builtin,3,6211,0x563e7273dac0,826,PromisePrototypeCatch
code-creation,Builtin,3,6217,0x563e7273de00,1032,PromiseRejectReactionJob
code-creation,Builtin,3,6222,0x563e7273e220,816,PromiseFulfillReactionJob
code-creation,Builtin,3,6228,0x563e7273e560,5604,PromiseResolveThenableJob
code-creation,Builtin,3,6234,0x563e7273fb60,695,PromiseResolveTrampoline
code-creation,Builtin,3,6240,0x563e7273fe20,1894,PromiseResolve
code-creation,Builtin,3,6246,0x563e727405a0,1663,PromiseReject
code-creation,Builtin,3,6251,0x563e72740c20,7796,PromisePrototypeFinally
code-creation,Builtin,3,6257,0x563e72742aa0,4162,PromiseThenFinally
code-creation,Builtin,3,6263,0x563e72743b00,4162,PromiseCatchFinally
code-creation,Builtin,3,6269,0x563e72744b60,161,PromiseValueThunkFinally
code-creation,Builtin,3,6275,0x563e72744c20,203,PromiseThrowerFinally
code-creation,Builtin,3,6281,0x563e72744d00,16072,PromiseAll
code-creation,Builtin,3,6286,0x563e72748be0,4262,PromiseAllResolveElementClosure
code-creation,Builtin,3,6292,0x563e72749ca0,5640,PromiseRace
code-creation,Builtin,3,6297,0x563e7274b2c0,18500,PromiseAllSettled
code-creation,Builtin,3,6303,0x563e7274fb20,5194,PromiseAllSettledResolveElementClosure
code-creation,Builtin,3,6310,0x563e72750f80,5202,PromiseAllSettledRejectElementClosure
code-creation,Builtin,3,6316,0x563e727523e0,944,PromiseInternalConstructor
code-creation,Builtin,3,6322,0x563e727527a0,437,PromiseInternalReject
code-creation,Builtin,3,6328,0x563e72752960,429,PromiseInternalResolve
code-creation,Builtin,3,6334,0x563e72752b20,51,ReflectApply
code-creation,Builtin,3,6339,0x563e72752b60,57,ReflectConstruct
code-creation,Builtin,3,6345,0x563e72752ba0,12,ReflectDefineProperty
code-creation,Builtin,3,6351,0x563e72752bc0,12,ReflectGetOwnPropertyDescriptor
code-creation,Builtin,3,6357,0x563e72752be0,780,ReflectHas
code-creation,Builtin,3,6362,0x563e72752f00,12,ReflectOwnKeys
code-creation,Builtin,3,6368,0x563e72752f20,12,ReflectSet
code-creation,Builtin,3,6373,0x563e72752f40,12,RegExpCapture1Getter
code-creation,Builtin,3,6379,0x563e72752f60,12,RegExpCapture2Getter
code-creation,Builtin,3,6385,0x563e72752f80,12,RegExpCapture3Getter
code-creation,Builtin,3,6391,0x563e72752fa0,12,RegExpCapture4Getter
code-creation,Builtin,3,6396,0x563e72752fc0,12,RegExpCapture5Getter
code-creation,Builtin,3,6402,0x563e72752fe0,12,RegExpCapture6Getter
code-creation,Builtin,3,6408,0x563e72753000,12,RegExpCapture7Getter
code-creation,Builtin,3,6414,0x563e72753020,12,RegExpCapture8Getter
code-creation,Builtin,3,6419,0x563e72753040,12,RegExpCapture9Getter
code-creation,Builtin,3,6425,0x563e72753060,8554,RegExpConstructor
code-creation,Builtin,3,6431,0x563e727551e0,12,RegExpInputGetter
code-creation,Builtin,3,6437,0x563e72755200,12,RegExpInputSetter
code-creation,Builtin,3,6442,0x563e72755220,12,RegExpLastMatchGetter
code-creation,Builtin,3,6448,0x563e72755240,12,RegExpLastParenGetter
code-creation,Builtin,3,6454,0x563e72755260,12,RegExpLeftContextGetter
code-creation,Builtin,3,6460,0x563e72755280,3294,RegExpPrototypeCompile
code-creation,Builtin,3,6466,0x563e72755f60,12,RegExpPrototypeToString
code-creation,Builtin,3,6471,0x563e72755f80,12,RegExpRightContextGetter
code-creation,Builtin,3,6477,0x563e72755fa0,3656,RegExpExecAtom
code-creation,Builtin,3,6483,0x563e72756e00,10178,RegExpExecInternal
code-creation,Builtin,3,6489,0x563e727595e0,7,RegExpInterpreterTrampoline
code-creation,Builtin,3,6495,0x563e72759600,51820,RegExpStringIteratorPrototypeNext
code-creation,Builtin,3,6501,0x563e72766080,17368,SetConstructor
code-creation,Builtin,3,6506,0x563e7276a460,22370,SetPrototypeHas
code-creation,Builtin,3,6512,0x563e7276fbe0,26206,SetPrototypeAdd
code-creation,Builtin,3,6518,0x563e72776240,23220,SetPrototypeDelete
code-creation,Builtin,3,6523,0x563e7277bd00,12,SetPrototypeClear
code-creation,Builtin,3,6529,0x563e7277bd20,811,SetPrototypeEntries
code-creation,Builtin,3,6535,0x563e7277c060,839,SetPrototypeGetSize
code-creation,Builtin,3,6540,0x563e7277c3c0,2274,SetPrototypeForEach
code-creation,Builtin,3,6548,0x563e7277ccc0,811,SetPrototypeValues
code-creation,Builtin,3,6554,0x563e7277d000,3176,SetIteratorPrototypeNext
code-creation,Builtin,3,6560,0x563e7277dc80,3882,SetOrSetIteratorToList
code-creation,Builtin,3,6565,0x563e7277ebc0,12,SharedArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,6572,0x563e7277ebe0,12,SharedArrayBufferPrototypeSlice
code-creation,Builtin,3,6578,0x563e7277ec00,2910,AtomicsLoad
code-creation,Builtin,3,6584,0x563e7277f760,4082,AtomicsStore
code-creation,Builtin,3,6589,0x563e72780760,5098,AtomicsExchange
code-creation,Builtin,3,6595,0x563e72781b60,7194,AtomicsCompareExchange
code-creation,Builtin,3,6601,0x563e72783780,5214,AtomicsAdd
code-creation,Builtin,3,6606,0x563e72784be0,5214,AtomicsSub
code-creation,Builtin,3,6612,0x563e72786040,5214,AtomicsAnd
code-creation,Builtin,3,6617,0x563e727874a0,5214,AtomicsOr
code-creation,Builtin,3,6622,0x563e72788900,5214,AtomicsXor
code-creation,Builtin,3,6628,0x563e72789d60,12,AtomicsNotify
code-creation,Builtin,3,6633,0x563e72789d80,12,AtomicsIsLockFree
code-creation,Builtin,3,6639,0x563e72789da0,12,AtomicsWait
code-creation,Builtin,3,6645,0x563e72789dc0,12,AtomicsWake
code-creation,Builtin,3,6650,0x563e72789de0,12,StringFromCodePoint
code-creation,Builtin,3,6656,0x563e72789e00,5340,StringFromCharCode
code-creation,Builtin,3,6661,0x563e7278b2e0,5960,StringPrototypeIncludes
code-creation,Builtin,3,6667,0x563e7278ca40,5724,StringPrototypeIndexOf
code-creation,Builtin,3,6673,0x563e7278e0a0,12,StringPrototypeLastIndexOf
code-creation,Builtin,3,6679,0x563e7278e0c0,6768,StringPrototypeMatch
code-creation,Builtin,3,6685,0x563e7278fb40,19338,StringPrototypeMatchAll
code-creation,Builtin,3,6691,0x563e727946e0,12,StringPrototypeLocaleCompare
code-creation,Builtin,3,6697,0x563e72794700,7126,StringPrototypeReplace
code-creation,Builtin,3,6703,0x563e727962e0,6768,StringPrototypeSearch
code-creation,Builtin,3,6708,0x563e72797d60,11852,StringPrototypeSplit
code-creation,Builtin,3,6714,0x563e7279abc0,11386,StringPrototypeSubstr
code-creation,Builtin,3,6720,0x563e7279d840,12098,StringPrototypeTrim
code-creation,Builtin,3,6726,0x563e727a07a0,11646,StringPrototypeTrimEnd
code-creation,Builtin,3,6732,0x563e727a3520,11666,StringPrototypeTrimStart
code-creation,Builtin,3,6738,0x563e727a62c0,12,StringRaw
code-creation,Builtin,3,6743,0x563e727a62e0,12,SymbolConstructor
code-creation,Builtin,3,6748,0x563e727a6300,12,SymbolFor
code-creation,Builtin,3,6754,0x563e727a6320,12,SymbolKeyFor
code-creation,Builtin,3,6759,0x563e727a6340,807,SymbolPrototypeDescriptionGetter
code-creation,Builtin,3,6766,0x563e727a6680,694,SymbolPrototypeToPrimitive
code-creation,Builtin,3,6772,0x563e727a6940,731,SymbolPrototypeToString
code-creation,Builtin,3,6778,0x563e727a6c20,694,SymbolPrototypeValueOf
code-creation,Builtin,3,6783,0x563e727a6ee0,316,TypedArrayBaseConstructor
code-creation,Builtin,3,6789,0x563e727a7020,267,GenericLazyDeoptContinuation
code-creation,Builtin,3,6795,0x563e727a7140,906,TypedArrayConstructor
code-creation,Builtin,3,6801,0x563e727a74e0,12,TypedArrayPrototypeBuffer
code-creation,Builtin,3,6807,0x563e727a7500,1097,TypedArrayPrototypeByteLength
code-creation,Builtin,3,6821,0x563e727a7960,1097,TypedArrayPrototypeByteOffset
code-creation,Builtin,3,6827,0x563e727a7dc0,1093,TypedArrayPrototypeLength
code-creation,Builtin,3,6833,0x563e727a8220,1340,TypedArrayPrototypeEntries
code-creation,Builtin,3,6839,0x563e727a8760,1332,TypedArrayPrototypeKeys
code-creation,Builtin,3,6845,0x563e727a8ca0,1336,TypedArrayPrototypeValues
code-creation,Builtin,3,6851,0x563e727a91e0,12,TypedArrayPrototypeCopyWithin
code-creation,Builtin,3,6857,0x563e727a9200,12,TypedArrayPrototypeFill
code-creation,Builtin,3,6863,0x563e727a9220,12,TypedArrayPrototypeIncludes
code-creation,Builtin,3,6869,0x563e727a9240,12,TypedArrayPrototypeIndexOf
code-creation,Builtin,3,6875,0x563e727a9260,12,TypedArrayPrototypeLastIndexOf
tick,0x7f4810c64187,6887,0,0x0,6
tick,0x7f481116e1aa,6905,0,0x0,6
code-creation,Builtin,3,6919,0x563e727a9280,12,TypedArrayPrototypeReverse
code-creation,Builtin,3,6927,0x563e727a92a0,5780,TypedArrayPrototypeSet
code-creation,Builtin,3,6932,0x563e727aa940,796,TypedArrayPrototypeToStringTag
code-creation,Builtin,3,6938,0x563e727aac60,41117,TypedArrayPrototypeMap
code-creation,Builtin,3,6943,0x563e727b4d00,9652,TypedArrayOf
code-creation,Builtin,3,6948,0x563e727b72c0,12432,TypedArrayFrom
code-creation,Builtin,3,6953,0x563e727ba360,224,WasmCompileLazy
code-creation,Builtin,3,6958,0x563e727ba460,56,WasmAllocateHeapNumber
code-creation,Builtin,3,6963,0x563e727ba4a0,322,WasmAtomicNotify
code-creation,Builtin,3,6968,0x563e727ba600,388,WasmI32AtomicWait
code-creation,Builtin,3,6973,0x563e727ba7a0,466,WasmI64AtomicWait
code-creation,Builtin,3,6978,0x563e727ba980,177,WasmMemoryGrow
code-creation,Builtin,3,6983,0x563e727baa40,152,WasmTableGet
code-creation,Builtin,3,6988,0x563e727baae0,160,WasmTableSet
